seg_key,episode,segment,scenario,difficulty,tags,n_frames,traj_len_m,total_heading_deg,net_heading_deg,max_left_turn_deg,max_right_turn_deg,n_turn_events,n_left_events,n_right_events,curvature_density,heading_err_deg,frechet_norm
episode_0013_seg01,13,1,winding,hard,winding|left_turn|right_turn|multi_turn,1355,123.46274908460066,544.1805625454446,-63.71602412879491,55.184235254522775,74.73437241429838,9,3,6,440.76498100050765,16.269695124732493,0.06638144605092527
episode_0018_seg04,18,4,intersection,hard,intersection|left_turn|right_turn|multi_turn|high_curvature,590,42.09857289095598,435.2191671099167,-335.68994692378135,33.52101896480798,349.911175159874,2,1,1,1033.8097878928688,9.456258532878081,0.07354636212250254
episode_0018_seg07,18,7,complex_urban,very_hard,complex_urban|left_turn|right_turn|multi_turn|high_curvature,659,40.347395526386705,959.3166777884433,24.358355550952353,326.83643562913164,340.2204626211535,4,2,2,2377.6421384152586,15.939876055070844,0.16668914428282508
episode_0020_seg00,20,0,straight,easy,straight|short,525,39.86912577179041,87.03396840482233,3.796964603235864,0.0,0.0,0,0,0,218.29916437847663,10.184016872691627,0.15366294397009642
episode_0022_seg00,22,0,intersection,hard,intersection|left_turn|right_turn|multi_turn,648,42.18491921759597,147.76186430330006,35.23618349494501,39.243768862248515,32.828510378025044,2,1,1,350.271772576173,10.102373389597883,0.14616143847233115
episode_0024_seg08,24,8,winding,hard,winding|left_turn|right_turn|multi_turn,689,46.15726261247422,274.48608692393157,43.298016658875696,110.37100850553037,62.200218131542584,4,2,2,594.6758351517805,16.045791833554336,0.0621064237457908
episode_0025_seg00,25,0,complex_urban,very_hard,complex_urban|left_turn|right_turn|multi_turn|high_curvature|short,387,39.0728940606937,935.5012092363027,-12.800563938682103,326.60998924256023,340.543677168742,4,2,2,2394.246015621843,24.974879887817462,0.20289820092000102
episode_0027_seg01,27,1,complex_urban,very_hard,complex_urban|left_turn|right_turn|multi_turn|high_curvature,949,66.98836734291947,1324.2154602392889,-329.8569157174997,342.7709972689095,347.70021005974036,6,2,4,1976.7841981586307,14.153288827627414,0.07627365456309278
episode_0029_seg01,29,1,intersection,hard,intersection|left_turn|right_turn|multi_turn,630,46.30372914401502,256.1737822799462,-25.511419671021685,89.44380760256183,50.9566924936035,3,1,2,553.2465462623713,31.838434587793348,0.26304529715847913
episode_0034_seg01,34,1,complex_urban,very_hard,complex_urban|left_turn|right_turn|multi_turn|high_curvature,829,66.89856132916809,996.3159113932668,200.6623483583817,238.6428738538888,207.6823680542638,6,3,3,1489.2934789598658,15.563507734753236,0.09125218753661468
episode_0037_seg04,37,4,sharp_right_turn,hard,sharp_right_turn|right_turn,457,48.8844433001679,118.7963449265836,-58.85842384545751,0.0,52.01594104165818,1,0,1,243.01462163971414,23.945796683636424,0.11765079300373596
episode_0039_seg00,39,0,winding,hard,winding|left_turn|right_turn|multi_turn,801,71.35278822302186,328.91546994792014,-45.16226381467405,65.12513741463113,49.223294909641226,5,2,3,460.9707316830488,22.8041399501163,0.12790530246549603
episode_0043_seg04,43,4,straight,easy,straight|right_turn|short,453,38.48583505634951,87.52564933024607,-53.591075682901106,0.0,41.12957341138562,1,0,1,227.42302252788411,14.955442568930067,0.1738258711930701
episode_0043_seg08,43,8,intersection,hard,intersection|left_turn|right_turn|multi_turn,1082,91.47473549900499,316.88532943101154,-43.67834419593504,42.920946184119316,51.49182990054044,3,1,2,346.4184156448951,13.373950100548845,0.11228410103843636
episode_0045_seg10,45,10,straight,easy,straight,567,44.18372755913533,77.35076531020562,-11.460312524077295,0.0,0.0,0,0,0,175.06618292148315,10.31769808577447,0.175482425677989
episode_0045_seg12,45,12,intersection,hard,intersection|left_turn|right_turn|multi_turn|high_curvature|short,393,39.965120616923315,460.5383554088213,190.84597915231586,304.79320240934396,75.79544479244291,3,1,2,1152.3507205775961,24.54178698357596,0.19127685451450396
episode_0049_seg27,49,27,straight,easy,straight|right_turn|short,409,36.31924716959992,96.64869251588155,-54.20214135292011,0.0,42.86861164414927,1,0,1,266.1087441173033,16.454042250951773,0.20630218771467182
episode_0049_seg54,49,54,sharp_right_turn,hard,sharp_right_turn|right_turn|short,266,23.67261407367144,82.34620707162813,-17.866879090366155,0.0,50.10654308099714,1,0,1,347.8543046211916,21.784683682271737,0.1564191830078195
episode_0052_seg22,52,22,complex_urban,very_hard,complex_urban|left_turn|right_turn|multi_turn|high_curvature,525,49.095530912948135,753.5073170345108,-2.657329197583124,224.61244998752926,209.9698419764746,5,2,3,1534.7778158679323,27.126735666590744,0.16383042965285247
episode_0055_seg01,55,1,complex_urban,very_hard,complex_urban|left_turn|right_turn|multi_turn|high_curvature,1212,108.77243352591614,915.5998648231491,-73.7454235869483,216.43419798229377,227.53867383262474,10,4,6,841.757268035194,19.529456968124293,0.16182175136948412
episode_0056_seg09,56,9,sharp_left_turn,hard,sharp_left_turn|left_turn|short,366,37.489968461697046,106.97794577635273,63.55049996522439,62.65647255519329,0.0,1,1,0,285.3508556179516,32.77798831627622,0.23393688991649986
episode_0058_seg00,58,0,winding,hard,winding|left_turn|right_turn|multi_turn,894,75.28908692986636,312.4031598197091,-39.16515937867749,57.95229727357605,59.719966818196525,5,2,3,414.9381704027309,20.096501369998514,0.10694723232282569
episode_0062_seg01,62,1,complex_urban,very_hard,complex_urban|left_turn|right_turn|multi_turn|high_curvature,406,40.90034448105833,574.4172761146212,-45.806982717370104,172.65484081389968,201.96260535667125,5,2,3,1404.4313890330286,19.173659664385518,0.127514790685901
episode_0075_seg48,75,48,intersection,hard,intersection|left_turn|right_turn|multi_turn,352,66.35880287223029,105.02341296335501,-40.135167246446,30.03950712559424,69.52256194681132,2,1,1,158.26598494486257,41.37536924501489,0.16753405643851502
episode_0076_seg20,76,20,winding,hard,winding|left_turn|right_turn|multi_turn,786,95.35792685856653,296.74209712536253,43.14939250543907,63.301256420739435,47.97934806060809,4,2,2,311.18765571055883,27.768035767479713,0.1524422763094967
episode_0076_seg49,76,49,complex_urban,very_hard,complex_urban|left_turn|right_turn|multi_turn|high_curvature,653,53.25178154853897,1552.8698764210378,-101.6051072501212,234.92073498089442,337.98466128947507,8,4,4,2916.089999741319,19.488929675754893,0.11615986366663303
episode_0077_seg17,77,17,winding,hard,winding|left_turn|right_turn|multi_turn|long,1843,204.56395084805365,989.1775452670349,-122.00909362542882,78.03790019396413,202.16323420419113,12,4,8,483.55418497063437,15.063224127810214,0.07763041856801937
episode_0077_seg21,77,21,complex_urban,very_hard,complex_urban|left_turn|right_turn|multi_turn|high_curvature|long,1635,152.74930889064038,2806.3650684308327,51.93223847515276,341.99145986219304,342.0644973257159,16,8,8,1837.2358531847935,14.815117730051343,0.07620660005823635
episode_0078_seg43,78,43,winding,hard,winding|left_turn|right_turn|multi_turn,745,108.50716002928287,385.89821856546376,-3.9366634804128466,92.73988602721857,73.02662509856995,6,3,3,355.64309162761356,19.939502887328096,0.12845411551482538
episode_0078_seg45,78,45,intersection,hard,intersection|left_turn|right_turn|multi_turn,302,44.24688089154583,242.28886387745447,54.738652394769616,116.4742021188016,84.42486025435747,3,2,1,547.5840533739141,21.165631883201847,0.14191675897973466
episode_0078_seg62,78,62,sharp_right_turn,hard,sharp_right_turn|right_turn|short,263,27.93435243574442,209.72533055780332,-156.5863931458117,0.0,163.22761054347905,1,0,1,750.7792816755674,30.68858341420055,0.13384300562799134
episode_0080_seg03,80,3,sharp_right_turn,hard,sharp_right_turn|right_turn|multi_turn,746,77.47761827919615,215.41340083009015,-101.02224384497248,0.0,75.3580000312536,2,0,2,278.03307021368744,19.788043114372904,0.06137469752067134
episode_0081_seg24,81,24,intersection,hard,intersection|left_turn|right_turn|multi_turn,565,73.05812162139125,218.87311472203356,31.223275302540117,48.67288709068802,46.551947939377925,3,2,1,299.58765687447953,15.790851958272334,0.11155921910357115
episode_0081_seg28,81,28,winding,hard,winding|left_turn|right_turn|multi_turn|long,1732,182.820433696492,757.5709885155297,77.90899693484337,88.36387334446039,92.78038809763999,7,4,3,414.37982242904303,17.4608450524232,0.045025488312201094
episode_0082_seg00,82,0,complex_urban,very_hard,complex_urban|left_turn|right_turn|multi_turn|high_curvature|long,1655,171.15468582410256,3845.3184329537808,-340.2048148112796,340.98894371398177,344.92237944061554,18,8,10,2246.6918825147764,8.324699191213181,0.04584654095985634
episode_0082_seg06,82,6,complex_urban,very_hard,complex_urban|left_turn|right_turn|multi_turn|high_curvature,444,40.74232668042566,930.233486644542,-3.213277336890826,336.45213748556324,339.5670447628497,4,2,2,2283.21149634163,9.110522034828008,0.0863929465724614
episode_0083_seg01,83,1,intersection,hard,intersection|left_turn|right_turn|multi_turn,264,51.50053805368562,272.4508954183518,89.88761591792115,156.98318641592053,91.28163975021533,2,1,1,529.0253378214055,31.378646268413895,0.2051593064321622
episode_0085_seg01,85,1,intersection,hard,intersection|left_turn|right_turn|multi_turn|short,300,38.14409740126037,142.31177695898413,22.04906077361011,49.952703324805356,58.81928652889846,3,2,1,373.0899055282976,15.032959413210197,0.14642322026104038
episode_0085_seg09,85,9,complex_urban,very_hard,complex_urban|left_turn|right_turn|multi_turn|high_curvature,900,95.4162077868454,2114.4336366646558,8.280566514214087,341.80895754546185,233.0172781535358,12,5,7,2216.0109751879736,7.6607779744397755,0.047134528256235375
episode_0086_seg16,86,16,winding,hard,winding|left_turn|right_turn|multi_turn|long,1722,182.94893643908273,528.2629563975247,-108.01726974646243,33.97436532264703,132.28534247673412,4,2,2,288.74885346678286,10.915550100802882,0.056443210398971704
episode_0086_seg27,86,27,complex_urban,very_hard,complex_urban|left_turn|right_turn|multi_turn|high_curvature|long,1609,157.7907716457454,3428.873037754851,-284.5779220125087,335.31179559222556,340.8322635512851,16,8,8,2173.05042746922,11.32516895684835,0.049315851860664554
episode_0087_seg13,87,13,winding,hard,winding|left_turn|right_turn|multi_turn|long,1973,206.89411519604454,512.8401419213889,21.912115905716973,43.355275045967176,37.87923141903832,4,3,1,247.87565438264986,9.160699672177877,0.03159020620554705
episode_0087_seg14,87,14,straight,easy,straight,603,56.0889294403429,103.31480640284335,-6.880133170888513,0.0,0.0,0,0,0,184.1982142175323,11.238887128209647,0.12165540521373676
episode_0089_seg01,89,1,straight,easy,straight|right_turn,685,76.5833832836529,98.45256414384343,-32.45796620683265,0.0,36.74375992816965,1,0,1,128.55603908120708,7.224651131137759,0.03686956079690019
episode_0089_seg02,89,2,winding,hard,winding|left_turn|right_turn|multi_turn,965,98.0114656171601,525.439406369649,36.896495520923466,77.35860476289918,81.59307350363518,6,3,3,536.099937962415,13.04510340699118,0.0734741034478302
episode_0090_seg03,90,3,complex_urban,very_hard,complex_urban|left_turn|right_turn|multi_turn|high_curvature|long,2151,211.7963693718131,3660.710250936943,66.16527828526466,345.2518086044972,351.2536539626345,15,8,7,1728.4102941870956,11.504689886693322,0.03375907205996536
episode_0092_seg01,92,1,complex_urban,very_hard,complex_urban|left_turn|right_turn|multi_turn|high_curvature,565,63.80468354653969,1508.2736425180804,330.9784467274852,342.5611875628327,228.1684548163613,7,4,3,2363.891737536685,6.43859906085745,0.11578763348765561
episode_0093_seg04,93,4,straight,easy,straight|short,303,39.78602200732861,89.19612563824066,21.00080621713434,0.0,0.0,0,0,0,224.1896051377307,23.787283196267317,0.15942882230098043
episode_0093_seg23,93,23,intersection,hard,intersection|left_turn|right_turn|multi_turn|high_curvature|short,174,30.51635552513479,992.3270557908469,-324.12325693368354,330.0023520663602,345.1379417311236,3,1,2,3251.787570024595,34.1329308519456,0.19398254926318328
episode_0094_seg01,94,1,winding,hard,winding|left_turn|right_turn|multi_turn,861,97.2118597781502,337.2039034835131,-11.033684871849005,32.09370986785194,54.26837435452319,5,2,3,346.8752724750408,9.7341365806206,0.06743563283155168
episode_0095_seg02,95,2,complex_urban,very_hard,complex_urban|left_turn|right_turn|multi_turn|high_curvature,881,87.26415669663227,2408.837163890816,-200.5911877358841,342.5227130988127,337.2216682170692,11,6,5,2760.3970004144658,14.561063614798408,0.06341937610090398
episode_0096_seg02,96,2,straight,easy,straight|left_turn,486,49.79718721103375,127.84047098311211,18.58391921910308,44.46999699066882,0.0,1,1,0,256.7222731704533,13.801210981826136,0.12872622939013578
episode_0097_seg01,97,1,winding,hard,winding|left_turn|right_turn|multi_turn,1071,113.40755688414154,439.8331946711162,-101.93637937846691,49.84703100968554,142.64159227613385,5,2,3,387.83411507617154,12.0608375679593,0.11074710380083314
episode_0102_seg00,102,0,intersection,hard,intersection|left_turn|right_turn|multi_turn|high_curvature,418,46.817883658200614,400.30735272484037,-35.81355841828321,115.34874725311016,197.30656691384723,3,2,1,855.0308588216644,14.898648746634018,0.1428371491149103
episode_0103_seg01,103,1,complex_urban,very_hard,complex_urban|left_turn|right_turn|multi_turn|high_curvature,543,65.55764444020379,1505.8192617293225,-333.0820249932752,342.9768763737424,353.3755447973744,5,2,3,2296.939242688631,13.916254017929287,0.1291983795307327
episode_0103_seg02,103,2,complex_urban,very_hard,complex_urban|left_turn|right_turn|multi_turn|high_curvature|short,339,34.32795916554105,749.8703972346567,65.20934521357835,196.2487236716336,207.06096740723103,5,3,2,2184.430462698139,11.656038548964107,0.0905418873138695
episode_0106_seg00,106,0,winding,hard,winding|left_turn|right_turn|multi_turn,880,94.21711305029558,380.2540416947534,27.690996262788815,80.46716839559005,109.89172619286907,4,3,1,403.5933912470485,39.15577008517118,0.11442680193996915
episode_0106_seg19,106,19,complex_urban,very_hard,complex_urban|left_turn|right_turn|multi_turn|high_curvature,739,74.40997481153246,1330.1712704491138,118.33563653078949,335.57096543158946,319.2520342034701,7,3,4,1787.6249438576028,31.285142745188516,0.18025930552495464
episode_0108_seg14,108,14,winding,hard,winding|left_turn|right_turn|multi_turn,1042,125.16800899910922,506.1003671525427,31.9229278106547,57.97266288320813,64.96251744854393,9,5,4,404.3368359052067,20.642017096958636,0.06703273819083301
episode_0108_seg18,108,18,intersection,hard,intersection|left_turn|right_turn|multi_turn,794,77.4916690762018,335.1183720357324,-90.40292175142045,63.331166842263684,156.58536344545135,2,1,1,432.457289965186,30.549891651125552,0.06785444429612443
episode_0108_seg37,108,37,sharp_left_turn,hard,sharp_left_turn|left_turn|short,296,38.97340719646295,83.19399026925274,46.892019403051194,46.1800942727032,0.0,1,1,0,213.4634774164755,39.92933992595058,0.2807015221591264
episode_0110_seg01,110,1,complex_urban,very_hard,complex_urban|left_turn|right_turn|multi_turn|high_curvature,923,99.18985956463426,3020.62002324248,16.811540224796545,352.22812288295864,348.6219485063863,12,6,6,3045.2911582904085,9.143330424543059,0.033510298134350004
episode_0138_seg02,138,2,sharp_right_turn,hard,sharp_right_turn|right_turn,561,42.05931741458015,179.25167265639942,-29.15174013795621,0.0,61.38319482885029,1,0,1,426.1877835284617,18.20967341136069,0.1639510586092936
episode_0138_seg03,138,3,complex_urban,very_hard,complex_urban|left_turn|right_turn|multi_turn|high_curvature,964,70.74522774317097,662.4476024536767,-60.91145144781467,205.08298073320796,195.51209593990248,6,3,3,936.3848609811321,18.513704958338185,0.062029639485920975
episode_0138_seg04,138,4,intersection,hard,intersection|left_turn|right_turn|multi_turn|high_curvature,504,40.62229665795434,638.8610819725383,117.07519856874819,323.8415368991466,226.31488210670204,2,1,1,1572.6857773499164,17.13056826347072,0.20234989152197036
episode_0138_seg08,138,8,complex_urban,very_hard,complex_urban|left_turn|right_turn|multi_turn|high_curvature,801,56.178179759274336,766.0424664210954,-6.440154549651538,235.5771039240255,233.16321716209146,4,2,2,1363.594316696655,8.945721205680888,0.0538831136311299
episode_0138_seg09,138,9,intersection,hard,intersection|left_turn|right_turn|multi_turn,1163,91.53794465572537,361.40330715370976,-145.16141052610672,36.92006013917282,96.74374293218611,3,1,2,394.8125649018549,12.72872873336963,0.057739132859582716
episode_0138_seg10,138,10,sharp_left_turn,hard,sharp_left_turn|left_turn|short,458,32.73843632956519,99.08952737264974,39.14812545883507,47.9687021247818,0.0,1,1,0,302.67031196955696,8.222307897542047,0.08198696825801291
episode_0139_seg14,139,14,winding,hard,winding|left_turn|right_turn|multi_turn|long,1803,152.9467781701137,833.7997891928092,217.1675497640864,307.32162040707516,74.10102204595495,9,5,4,545.156818056947,15.134233827403051,0.06801359327600283
episode_0139_seg23,139,23,curve_right,medium,curve_right|right_turn,722,59.92451199688779,181.94559464253575,-26.63838789165544,0.0,33.98721635585187,1,0,1,303.6246580564314,9.242352302170644,0.0476403753973258
episode_0139_seg25,139,25,winding,hard,winding|left_turn|right_turn|multi_turn,623,46.667308329877,232.7664879367994,8.277270321576594,51.32151155566385,51.865943535091844,5,3,2,498.7784731260777,23.66059015329618,0.13422208249169731
episode_0142_seg05,142,5,intersection,hard,intersection|left_turn|right_turn|multi_turn|high_curvature|short,502,36.9730288631293,817.0178185670736,-335.2196148423021,233.37115209300885,354.956057051309,3,1,2,2209.767075322926,6.328397213274428,0.029102098474641295
episode_0142_seg16,142,16,winding,hard,winding|left_turn|right_turn|multi_turn,1340,90.83974170928215,250.4847171911608,31.056028532520344,62.795604036880036,50.17507393221251,4,2,2,275.74353744069026,11.833944901133094,0.16014705525472378
episode_0142_seg28,142,28,complex_urban,very_hard,complex_urban|left_turn|right_turn|multi_turn|high_curvature,1165,88.91114035034315,2089.3166835676807,-220.8941890177848,346.13494125066643,348.25363110089114,9,4,5,2349.893022780938,9.61894487949467,0.033994863136932126
episode_0142_seg32,142,32,intersection,hard,intersection|left_turn|right_turn|multi_turn|short,491,38.09455128770195,263.3156734850243,-39.4125743459568,81.90105714304138,89.64478238697261,3,1,2,691.2161046244702,26.939307781536026,0.29167200547391264
episode_0142_seg33,142,33,straight,easy,straight,478,42.57029719891908,67.95381878295504,-19.326183526364645,0.0,0.0,0,0,0,159.62730648890204,19.156397444245812,0.15997932263600156
episode_0143_seg02,143,2,intersection,hard,intersection|left_turn|right_turn|multi_turn,1126,82.9226935758833,235.5090658993776,-27.006190009842697,39.5476812356423,50.33390306404195,2,1,1,284.0103905740365,8.701412078634016,0.04664118504343979
episode_0144_seg15,144,15,complex_urban,very_hard,complex_urban|left_turn|right_turn|multi_turn|high_curvature,807,68.64616079986908,2022.9689276660079,-260.60545585032986,327.6498779815886,318.2191993283766,8,4,4,2946.951299379682,27.9293181793913,0.11385918565280836
episode_0144_seg17,144,17,complex_urban,very_hard,complex_urban|left_turn|right_turn|multi_turn|high_curvature,711,62.77279534297206,944.8373016810066,12.718383047421014,219.67129729079022,225.95896217138989,6,3,3,1505.1700287022331,12.674766420871821,0.08318018206309677
episode_0144_seg19,144,19,complex_urban,very_hard,complex_urban|left_turn|right_turn|multi_turn|high_curvature,778,52.85755577481716,1082.8638640965949,246.67499840079714,342.92895010352856,311.10371680217605,5,2,3,2048.6453605796546,17.570343733182018,0.11955789716612816
episode_0144_seg20,144,20,intersection,hard,intersection|left_turn|right_turn|multi_turn,605,49.23705683010094,162.30879156891635,-15.682145673739996,46.97306360006414,50.88505709829337,3,1,2,329.64763131351367,18.657057303368827,0.11106107760990076
episode_0144_seg21,144,21,winding,hard,winding|left_turn|right_turn|multi_turn,1094,90.49550359259337,323.72580655341255,-77.06511054308535,49.21227517037474,76.65108815911321,4,2,2,357.7258468120266,11.616211899819895,0.060249030726994356
episode_0144_seg28,144,28,intersection,hard,intersection|left_turn|right_turn|multi_turn,599,44.1643712150087,203.12915343329692,-67.81909561972972,39.38487334349227,83.43031284414667,3,1,2,459.93896855088946,18.050119227706034,0.06733046405347339
episode_0144_seg29,144,29,intersection,hard,intersection|left_turn|right_turn|multi_turn,595,52.70743066963587,196.3660977058639,-25.124123115361755,52.77404460131416,58.11088819495515,3,1,2,372.5586605362422,12.83420858155857,0.09001674486624922
episode_0147_seg00,147,0,complex_urban,very_hard,complex_urban|left_turn|right_turn|multi_turn|high_curvature,1414,92.66006846407427,1104.2134596809424,344.9463909606343,325.73490663846565,117.80751600700096,7,4,3,1191.6821107347475,7.1707217122717966,0.1344396500970754
episode_0147_seg01,147,1,intersection,hard,intersection|left_turn|right_turn|multi_turn,1067,70.10707043110457,195.2911257666765,-17.070192459837074,36.66088520473113,40.6223345406693,3,1,2,278.56124149217226,9.533583873568144,0.14976160447749323
episode_0148_seg00,148,0,intersection,hard,intersection|left_turn|right_turn|multi_turn|short,510,37.34591346665992,140.90584846449147,39.733163893876764,45.96479601451321,47.328860739673814,3,2,1,377.2992420985587,11.829821344749007,0.11011283745434094
episode_0150_seg00,150,0,complex_urban,very_hard,complex_urban|left_turn|right_turn|multi_turn|high_curvature,1220,90.39761291161301,1478.5847585387883,22.713309224305135,235.47012960232703,347.33773821828,7,4,3,1635.6457996125255,7.141161803650753,0.02510813212769849
episode_0152_seg00,152,0,complex_urban,very_hard,complex_urban|left_turn|right_turn|multi_turn|high_curvature,790,58.435908160883784,899.0803742682883,235.31286229181265,328.44850357711016,234.1952293384694,5,3,2,1538.5751716101859,14.13496602560411,0.07780528787450149
episode_0152_seg03,152,3,sharp_left_turn,hard,sharp_left_turn|left_turn,764,56.39462511366701,407.89667507103144,301.0686449338047,311.9676954241769,0.0,1,1,0,723.2899841942195,9.454662187647456,0.11201521313842767
episode_0155_seg00,155,0,intersection,hard,intersection|left_turn|right_turn|multi_turn|short,647,38.56756609487449,234.51001348793287,-63.92902355369526,34.44967194049542,121.09085350711837,2,1,1,608.0498129206512,14.300110423791374,0.1555334077377855
episode_0155_seg02,155,2,winding,hard,winding|left_turn|right_turn|multi_turn,1236,90.81672787110536,294.08323524106123,-35.72519904190091,47.86776511079759,47.08847647392034,4,2,2,323.8205583209831,18.177414473338153,0.10874941455021657
episode_0157_seg01,157,1,intersection,hard,intersection|left_turn|right_turn|multi_turn,1990,134.1074393082452,412.28528595021635,41.17248450940821,114.041822281539,100.6157352371755,3,2,1,307.42909422241735,12.675820549181054,0.04300653306825749
episode_0158_seg02,158,2,straight,easy,straight,733,49.47547547947552,118.33128888421695,18.519337426039755,0.0,0.0,0,0,0,239.1716051992379,5.733462707471132,0.08778846882570338
episode_0161_seg00,161,0,complex_urban,very_hard,complex_urban|left_turn|right_turn|multi_turn|high_curvature,718,47.59216524316424,1389.514334084427,-27.0939469602762,334.6552948259022,348.73811371292345,6,3,3,2919.628319041454,8.40027835742022,0.10368061781637514
episode_0163_seg00,163,0,complex_urban,very_hard,complex_urban|left_turn|right_turn|multi_turn|high_curvature,819,50.33215029742563,1207.470838335755,-13.590253700745109,352.8387614255481,347.90254623199735,4,2,2,2399.005071709631,7.779482501427301,0.1366696304103998
episode_0166_seg00,166,0,complex_urban,very_hard,complex_urban|left_turn|right_turn|multi_turn|high_curvature,1094,71.1432245161305,699.2238619347768,-169.06221423014568,219.42072075729203,237.8150177366664,5,2,3,982.8397105844421,11.4617796823885,0.06322303610565252
episode_0168_seg00,168,0,straight,easy,straight|short,511,31.94080663660867,63.631128412096785,0.043991234381365985,0.0,0.0,0,0,0,199.2157841723588,7.559938126797746,0.15803472170613758
episode_0172_seg01,172,1,sharp_right_turn,hard,sharp_right_turn|right_turn|short,486,35.37294006491472,111.18300964266498,-100.73358545982668,0.0,103.54904041779506,1,0,1,314.31656356137563,11.835223719137778,0.11086103919631629
episode_0177_seg00,177,0,winding,hard,winding|left_turn|right_turn|multi_turn,967,70.6566289751463,469.68169702887576,-307.3840144111048,57.22144803769771,225.70257644288338,4,1,3,664.7383321869032,9.14402661234588,0.06856541889328421
episode_0179_seg01,179,1,intersection,hard,intersection|left_turn|right_turn|multi_turn|high_curvature,915,62.721000619905844,533.4691994423026,0.5211272997368042,236.09469761724557,237.1559098695525,2,1,1,850.5431899519073,6.535759828546529,0.09958797480853494
episode_0181_seg00,181,0,complex_urban,very_hard,complex_urban|left_turn|right_turn|multi_turn|high_curvature,893,59.486616436975844,614.0219813444028,74.35005146409648,235.38813360477485,121.70052180740588,4,2,2,1032.201893672906,5.90365549862305,0.05894480998002849
episode_0182_seg00,182,0,intersection,hard,intersection|left_turn|right_turn|multi_turn,726,50.7350363226317,186.49380407589098,78.47312137163061,127.99424401848614,39.20892527996605,2,1,1,367.58385840102477,13.056771416365123,0.09653357722951648
episode_0183_seg02,183,2,straight,easy,straight,809,55.59827467363928,77.90107745623257,-10.095077638469917,0.0,0.0,0,0,0,140.1141994306663,7.482614659934253,0.0692636599677264
episode_0187_seg08,187,8,intersection,hard,intersection|left_turn|right_turn|multi_turn|high_curvature|short,363,28.85458253675955,260.5394735907592,10.85383422996884,122.59729414809564,116.9292261322461,2,1,1,902.9396743440757,6.311618405162891,0.08342731809025032
episode_0187_seg10,187,10,intersection,hard,intersection|left_turn|right_turn|multi_turn|high_curvature|short,352,27.17538170076741,260.5617653681546,15.070879351555789,129.4257802328599,121.7359673015626,2,1,1,958.815475849587,5.954177404917831,0.13367837358610207
episode_0188_seg02,188,2,straight,easy,straight|left_turn|short,366,27.794319997419812,44.33547945466927,26.113586169843472,35.22453281225637,0.0,1,1,0,159.51273302885264,10.594322241989575,0.1117217759336899
episode_0188_seg04,188,4,straight,easy,straight,933,71.30537629622218,96.78923024852423,4.531299795529719,0.0,0.0,0,0,0,135.73903578663564,6.435880519245572,0.11554657460387234
episode_0189_seg02,189,2,complex_urban,very_hard,complex_urban|left_turn|right_turn|multi_turn|high_curvature|long,2817,193.93913613504827,2397.474310068,167.4735783312102,335.94371500229886,348.160576737332,14,8,6,1236.1993344131088,9.407793931161972,0.06357743785958501
